date,cfd,direction,mode,entry,exit,pnlPts,pnlDollars,durationMin,exitReason,maxAdverse,maxFavorable,id
2025-04-01,NAS100,SHORT,swing,19244.744278169015,19344.522887323947,-99.78,-2.99,30,sl,159.86,0.14,2025-04-01-1730-NAS100-SHORT-19245
2025-04-01,NAS100,SHORT,swing,19328.47051056338,19428.61795774648,-100.15,-3,135,sl,116.13,124.37,2025-04-01-2030-NAS100-SHORT-19328
2025-04-01,NAS100,SHORT,swing,19267.72403169014,19367.603873239437,-99.88,-3,30,sl,105.28,0,2025-04-01-2200-NAS100-SHORT-19268
2025-04-01,NAS100,SHORT,swing,19405.602552816905,19416.2,-10.6,-0.32,60,eod,41,12,2025-04-01-2245-NAS100-SHORT-19406
2025-04-02,NAS100,SHORT,scalp,19438.147757255938,19181.255936675465,256.89,25.69,855,tp1,62.35,274.65,2025-04-02-0100-NAS100-SHORT-19438
2025-04-02,NAS100,SHORT,swing,19332.434036939314,19327.434036939314,5,0.15,360,trail,52.27,193.73,2025-04-02-1000-NAS100-SHORT-19332
2025-04-02,NAS100,SHORT,swing,19320.654793315745,19315.654793315745,5,0.15,330,trail,64.05,181.95,2025-04-02-1045-NAS100-SHORT-19321
2025-04-02,NAS100,SHORT,swing,19305.58135444151,19300.58135444151,5,0.15,210,trail,47.32,166.88,2025-04-02-1215-NAS100-SHORT-19306
2025-04-02,NAS100,SHORT,swing,19282.721635883907,19382.667546174143,-99.95,-3,225,sl,116.98,144.02,2025-04-02-1300-NAS100-SHORT-19283
2025-04-02,NAS100,SHORT,swing,19256.867194371152,19356.69920844327,-99.83,-2.99,135,sl,142.83,118.17,2025-04-02-1345-NAS100-SHORT-19257
2025-04-02,NAS100,SHORT,swing,19235.405013192612,19335.14248021108,-99.74,-2.99,90,sl,117.49,96.71,2025-04-02-1430-NAS100-SHORT-19235
2025-04-02,NAS100,SHORT,swing,19426.767810026387,19527.348284960422,-100.58,-3.02,30,sl,159.93,0,2025-04-02-2200-NAS100-SHORT-19427
2025-04-02,NAS100,SHORT,swing,19543.46218117854,19644.55672823219,-101.09,-3.03,15,sl,317.44,348.06,2025-04-02-2245-NAS100-SHORT-19543
2025-04-02,NAS100,SHORT,swing,18932.937994722954,19031.343007915566,-98.41,-2.95,15,sl,110.66,21.94,2025-04-02-2330-NAS100-SHORT-18933
2025-04-03,NAS100,SHORT,scalp,18719.007482394365,18714.007482394365,5,0.5,30,trail,70.09,78.91,2025-04-03-0100-NAS100-SHORT-18719
2025-04-03,NAS100,SHORT,scalp,18753.07746478873,18748.07746478873,5,0.5,75,trail,31.92,86.98,2025-04-03-0145-NAS100-SHORT-18753
2025-04-03,NAS100,SHORT,scalp,18675.645686619715,18772.917253521126,-97.27,-9.73,15,sl,109.35,0,2025-04-03-0230-NAS100-SHORT-18676
2025-04-03,NAS100,SHORT,swing,18925.425616197183,18675.309859154928,250.12,7.5,480,tp1,71.07,259.93,2025-04-03-0745-NAS100-SHORT-18925
2025-04-03,NAS100,SHORT,swing,18889.757042253525,18987.971830985916,-98.21,-2.95,180,sl,101.64,45.86,2025-04-03-0830-NAS100-SHORT-18890
2025-04-03,NAS100,SHORT,swing,18844.896566901407,18942.913732394365,-98.02,-2.94,15,sl,100.2,0,2025-04-03-1000-NAS100-SHORT-18845
2025-04-03,NAS100,SHORT,swing,18794.840669014087,18892.637323943665,-97.8,-2.93,195,sl,98.56,143.94,2025-04-03-1300-NAS100-SHORT-18795
2025-04-03,NAS100,SHORT,swing,18779.853873239437,18877.584507042255,-97.73,-2.93,60,sl,113.55,128.95,2025-04-03-1515-NAS100-SHORT-18780
2025-04-03,NAS100,SHORT,swing,18655.563380281692,18752.74647887324,-97.18,-2.92,60,sl,98.24,114.96,2025-04-03-1730-NAS100-SHORT-18656
2025-04-03,NAS100,SHORT,swing,18624.590669014084,18721.63732394366,-97.05,-2.91,15,sl,129.21,0,2025-04-03-1815-NAS100-SHORT-18625
2025-04-03,NAS100,SHORT,swing,18583.127200704224,18679.9911971831,-96.86,-2.91,30,sl,98.77,7.63,2025-04-03-2115-NAS100-SHORT-18583
2025-04-03,NAS100,SHORT,swing,18489.709507042255,18468.9,20.81,0.62,60,eod,38.89,53.21,2025-04-03-2245-NAS100-SHORT-18490
2025-04-03,NAS100,SHORT,swing,18445.348591549293,18468.9,-23.55,-0.71,15,eod,27.75,0,2025-04-03-2330-NAS100-SHORT-18445
2025-04-10,NAS100,SHORT,swing,18801.20417422868,18547.13384754991,254.07,7.62,210,tp1,41.8,281,2025-04-10-1215-NAS100-SHORT-18801
2025-04-10,NAS100,SHORT,swing,18636.718693284936,18631.718693284936,5,0.15,45,trail,1.98,229.02,2025-04-10-1645-NAS100-SHORT-18637
2025-04-10,NAS100,SHORT,swing,18439.900181488203,18190.71234119782,249.19,7.48,30,tp1,0,341.9,2025-04-10-1815-NAS100-SHORT-18440
2025-04-10,NAS100,SHORT,swing,18153.838475499095,17908.516333938296,245.32,7.36,15,tp1,0,394.14,2025-04-10-1900-NAS100-SHORT-18154
2025-04-10,NAS100,SHORT,swing,18281.961887477315,18034.908348457353,247.05,7.41,15,tp1,0,404.96,2025-04-10-1945-NAS100-SHORT-18282
2025-04-10,NAS100,SHORT,swing,18369.392014519057,18364.392014519057,5,0.15,30,trail,138.21,228.49,2025-04-10-2030-NAS100-SHORT-18369
2025-04-14,NAS100,LONG,scalp,18938.63387978142,18898.63387978142,-40,-4,15,sl,136.53,0,2025-04-14-0100-NAS100-LONG-18939
2025-04-14,NAS100,LONG,scalp,18840.05464480874,18800.05464480874,-40,-4,15,sl,57.35,37.15,2025-04-14-0145-NAS100-LONG-18840
2025-04-14,NAS100,LONG,scalp,18881.830601092897,18886.830601092897,5,0.5,45,trail,34.33,43.67,2025-04-14-0230-NAS100-LONG-18882
2025-04-14,NAS100,LONG,intraday,18925.209471766848,18885.209471766848,-40,-4,15,sl,41.21,0,2025-04-14-0315-NAS100-LONG-18925
2025-04-14,NAS100,LONG,intraday,18899.663023679415,18859.663023679415,-40,-4,45,sl,44.36,9.84,2025-04-14-0400-NAS100-LONG-18900
2025-04-14,NAS100,LONG,intraday,18969.69034608379,18929.69034608379,-40,-4,30,sl,46.39,17.41,2025-04-14-0830-NAS100-LONG-18970
2025-04-14,NAS100,LONG,intraday,19067.468123861567,19027.468123861567,-40,-4,15,sl,220.97,35.83,2025-04-14-1600-NAS100-LONG-19067
2025-04-14,NAS100,LONG,intraday,19029.298724954464,18989.298724954464,-40,-4,15,sl,64.1,10.2,2025-04-14-1730-NAS100-LONG-19029
2025-04-14,NAS100,LONG,intraday,18824.426229508197,18784.426229508197,-40,-4,15,sl,85.93,0,2025-04-14-2245-NAS100-LONG-18824
2025-04-15,NAS100,LONG,scalp,18707.393278837422,18667.393278837422,-40,-4,30,sl,44.49,15.01,2025-04-15-0100-NAS100-LONG-18707
2025-04-15,NAS100,LONG,swing,18751.05358764759,18756.05358764759,5,0.15,690,trail,37.65,141.35,2025-04-15-0315-NAS100-LONG-18751
2025-04-15,NAS100,LONG,swing,18770.63578564941,18730.63578564941,-40,-1.2,75,sl,43.74,30.56,2025-04-15-0400-NAS100-LONG-18771
2025-04-15,NAS100,LONG,swing,18735.5676657584,18740.5676657584,5,0.15,570,trail,22.17,156.83,2025-04-15-0445-NAS100-LONG-18736
2025-04-15,NAS100,LONG,swing,18827.384196185285,18832.384196185285,5,0.15,60,trail,10.48,65.02,2025-04-15-1000-NAS100-LONG-18827
2025-04-15,NAS100,LONG,swing,18845.567665758404,18805.567665758404,-40,-1.2,180,sl,43.67,32.43,2025-04-15-1045-NAS100-LONG-18846
2025-04-15,NAS100,SHORT,swing,18863.950953678475,18903.950953678475,-40,-1.2,15,sl,105.85,0,2025-04-15-1515-NAS100-SHORT-18864
2025-04-15,NAS100,SHORT,swing,18962.75204359673,18791.916439600365,170.84,5.13,30,tp1,33.55,183.95,2025-04-15-1600-NAS100-SHORT-18963
2025-04-15,NAS100,LONG,swing,18903.514986376023,18908.514986376023,5,0.15,30,trail,124.71,92.79,2025-04-15-1645-NAS100-LONG-18904
2025-04-15,NAS100,LONG,swing,18891.62579473206,18851.62579473206,-40,-1.2,45,sl,94.43,50.97,2025-04-15-1900-NAS100-LONG-18892
2025-04-15,NAS100,LONG,swing,18800.009082652134,18805.009082652134,5,0.15,30,trail,39.21,61.59,2025-04-15-1945-NAS100-LONG-18800
2025-04-15,NAS100,LONG,swing,18782.22524977293,18784.6,2.37,0.07,15,eod,0,17.37,2025-04-15-2330-NAS100-LONG-18782
2025-04-30,NAS100,SHORT,swing,19250.618066847335,19245.618066847335,5,0.15,30,trail,45.38,74.52,2025-04-30-1645-NAS100-SHORT-19251
2025-05-01,NAS100,LONG,swing,19862.45931283906,19822.45931283906,-40,-1.2,30,sl,58.76,30.34,2025-05-01-1815-NAS100-LONG-19862
2025-05-07,NAS100,LONG,scalp,19818.87985546522,19823.87985546522,5,0.5,855,trail,1.38,195.62,2025-05-07-0100-NAS100-LONG-19819
2025-05-07,NAS100,LONG,swing,19741.47244805781,19701.47244805781,-40,-1.2,15,sl,43.17,15.93,2025-05-07-1730-NAS100-LONG-19741
2025-05-07,NAS100,LONG,swing,19642.104787714543,19602.104787714543,-40,-1.2,15,sl,53.6,53.7,2025-05-07-2030-NAS100-LONG-19642
2025-05-07,NAS100,SHORT,swing,19948.288346883466,19868.1,80.19,2.41,75,eod,0,200.49,2025-05-07-2115-NAS100-SHORT-19948
2025-05-26,US30,SHORT,scalp,41682.75534441805,41752.75534441805,-70,-7,15,sl,300.44,0,2025-05-26-0100-US30-SHORT-41683
2025-05-30,US30,SHORT,scalp,42184.8,42179.8,5,0.5,435,trail,2.5,153.5,2025-05-30-0100-US30-SHORT-42185
2025-05-30,US30,SHORT,scalp,42156.3,42151.3,5,0.5,165,trail,22.8,125,2025-05-30-0145-US30-SHORT-42156
2025-05-30,US30,SHORT,scalp,42138.8,42133.8,5,0.5,120,trail,30,107.5,2025-05-30-0230-US30-SHORT-42139
2025-05-30,US30,SHORT,swing,42106.1,42220.87748815166,-114.78,-3.44,780,sl,172.9,170.9,2025-05-30-0400-US30-SHORT-42106
2025-05-30,US30,SHORT,swing,42172.3,41972.431279620854,199.87,6,570,tp1,44,237.1,2025-05-30-0530-US30-SHORT-42172
2025-05-30,US30,SHORT,swing,42215.3,42015.22748815166,200.07,6,390,tp1,0,280.1,2025-05-30-0830-US30-SHORT-42215
2025-05-30,US30,SHORT,swing,42124.2,42119.2,5,0.15,375,trail,84.5,189,2025-05-30-1000-US30-SHORT-42124
2025-05-30,US30,SHORT,swing,42035,42149.60900473934,-114.61,-3.44,60,sl,128.2,7,2025-05-30-1515-US30-SHORT-42035
2025-05-30,US30,SHORT,swing,42079,42193.71327014218,-114.71,-3.44,45,sl,116.5,26.3,2025-05-30-1600-US30-SHORT-42079
2025-05-30,US30,SHORT,swing,41977.3,42091.77227488152,-114.47,-3.43,45,sl,118.5,21.8,2025-05-30-1945-US30-SHORT-41977
2025-05-30,US30,SHORT,swing,42053.8,42168.45355450237,-114.65,-3.44,30,sl,135,8.3,2025-05-30-2030-US30-SHORT-42054
2025-06-23,US30,SHORT,swing,42473.45011876484,42543.45011876484,-70,-2.1,90,sl,73.75,62.25,2025-06-23-1945-US30-SHORT-42473
2025-06-25,XAUUSD,SHORT,swing,3325.7080906148867,3332.18,-6.47,-6.47,390,eod,10.45,5.22,2025-06-25-1600-XAUUSD-SHORT-3326
2025-07-10,US30,LONG,swing,44587.00448430493,44787.39551569506,200.39,6.01,195,tp1,0,213,2025-07-10-1730-US30-LONG-44587
2025-07-16,US30,SHORT,scalp,43968.2,43963.2,5,0.5,105,trail,4.8,50.5,2025-07-16-0100-US30-SHORT-43968
2025-07-16,US30,SHORT,scalp,43947.7,43942.7,5,0.5,510,trail,53.5,57.6,2025-07-16-0145-US30-SHORT-43948
2025-07-16,US30,SHORT,swing,43992.2,44062.2,-70,-2.1,450,sl,79.4,102.1,2025-07-16-0400-US30-SHORT-43992
2025-07-16,US30,SHORT,swing,43937.1,44007.1,-70,-2.1,60,sl,72.5,1,2025-07-16-1000-US30-SHORT-43937
2025-07-16,US30,SHORT,swing,44059.6,44129.6,-70,-2.1,30,sl,105.8,9,2025-07-16-1345-US30-SHORT-44060
2025-07-16,US30,SHORT,swing,44081.9,44151.9,-70,-2.1,60,sl,91,47,2025-07-16-1645-US30-SHORT-44082
2025-07-16,US30,SHORT,swing,44102.9,44172.9,-70,-2.1,15,sl,70,68,2025-07-16-1730-US30-SHORT-44103
2025-07-16,US30,SHORT,swing,44045.4,44115.4,-70,-2.1,45,sl,98.5,46.2,2025-07-16-1900-US30-SHORT-44045
2025-07-16,US30,SHORT,swing,44139.9,44209.9,-70,-2.1,105,sl,83,12,2025-07-16-1945-US30-SHORT-44140
2025-07-21,XAUUSD,SHORT,scalp,3346.94,3354.94,-8,-8,180,sl,10.64,2,2025-07-21-0100-XAUUSD-SHORT-3347
2025-07-21,XAUUSD,SHORT,swing,3354.85,3362.85,-8,-8,105,sl,8.04,4.19,2025-07-21-0615-XAUUSD-SHORT-3355
2025-07-21,XAUUSD,SHORT,swing,3351.35,3359.35,-8,-8,60,sl,11.54,0.44,2025-07-21-0700-XAUUSD-SHORT-3351
2025-07-21,XAUUSD,SHORT,swing,3357.83,3365.83,-8,-8,30,sl,10.9,0.21,2025-07-21-0745-XAUUSD-SHORT-3358
2025-07-21,XAUUSD,SHORT,swing,3364.7700000000004,3372.7700000000004,-8,-8,210,sl,8.95,2.13,2025-07-21-1045-XAUUSD-SHORT-3365
2025-07-21,XAUUSD,SHORT,swing,3367.51,3375.51,-8,-8,105,sl,8.13,4.59,2025-07-21-1300-XAUUSD-SHORT-3368
2025-07-21,XAUUSD,SHORT,swing,3395.6099999999997,3397.16,-1.55,-1.55,240,eod,4.22,4.24,2025-07-21-1945-XAUUSD-SHORT-3396
2025-07-21,XAUUSD,SHORT,swing,3392.13,3397.16,-5.03,-5.03,195,eod,7.7,0.01,2025-07-21-2030-XAUUSD-SHORT-3392
2025-08-01,US30,SHORT,swing,44153.14806378132,43651.40774487472,501.74,15.05,720,tp1,24.65,632.15,2025-08-01-0315-US30-SHORT-44153
2025-08-01,US30,SHORT,swing,44022.45102505695,43522.19589977221,500.26,15.01,390,tp1,0,501.45,2025-08-01-1000-US30-SHORT-44022
2025-08-01,US30,SHORT,swing,43783.70842824601,43853.70842824601,-70,-2.1,60,sl,120.19,66.01,2025-08-01-1345-US30-SHORT-43784
2025-08-01,US30,SHORT,swing,43874.91571753986,43376.33712984055,498.58,14.96,90,tp1,0,538.42,2025-08-01-1430-US30-SHORT-43875
2025-08-01,US30,SHORT,swing,43911.49886104783,43412.50455580866,498.99,14.97,90,tp1,0,575,2025-08-01-1515-US30-SHORT-43911
2025-08-01,US30,SHORT,swing,43574.53302961276,43644.53302961276,-70,-2.1,30,sl,72.47,60.03,2025-08-01-1645-US30-SHORT-43575
2025-08-01,US30,SHORT,swing,43649.202733485195,43644.202733485195,5,0.15,75,trail,18.8,175.2,2025-08-01-1730-US30-SHORT-43649
2025-08-01,US30,SHORT,swing,43586.05922551253,43581.05922551253,5,0.15,30,trail,81.94,112.06,2025-08-01-1815-US30-SHORT-43586
2025-08-01,US30,SHORT,swing,43662.23234624146,43657.23234624146,5,0.15,75,trail,15.77,133.73,2025-08-01-2115-US30-SHORT-43662
2025-08-04,NAS100,SHORT,scalp,22727.3,22767.3,-40,-4,30,sl,67.7,4.4,2025-08-04-0100-NAS100-SHORT-22727
2025-08-04,NAS100,SHORT,scalp,22804.5,22799.5,5,0.5,30,trail,21.4,26.7,2025-08-04-0145-NAS100-SHORT-22805
2025-08-04,NAS100,SHORT,swing,22870,22910,-40,-1.2,180,sl,43.5,26.1,2025-08-04-0700-NAS100-SHORT-22870
2025-08-04,NAS100,SHORT,swing,22887.7,22927.7,-40,-1.2,120,sl,52.4,43.8,2025-08-04-0830-NAS100-SHORT-22888
2025-08-04,NAS100,SHORT,swing,22903.5,22943.5,-40,-1.2,75,sl,44.1,10.2,2025-08-04-1000-NAS100-SHORT-22904
2025-08-04,NAS100,SHORT,swing,22958,22998,-40,-1.2,165,sl,134.5,30.1,2025-08-04-1345-NAS100-SHORT-22958
2025-08-04,NAS100,SHORT,swing,22971.8,23011.8,-40,-1.2,30,sl,120.7,0.8,2025-08-04-1600-NAS100-SHORT-22972
2025-08-04,NAS100,SHORT,swing,23161.3,23201.3,-40,-1.2,90,sl,41,12.1,2025-08-04-2115-NAS100-SHORT-23161
2025-08-04,NAS100,SHORT,swing,23192.4,23232.4,-40,-1.2,15,sl,40.8,11.6,2025-08-04-2245-NAS100-SHORT-23192
2025-08-06,US30,SHORT,swing,44214.05466970387,44209.05466970387,5,0.15,90,trail,39.55,187.95,2025-08-06-1600-US30-SHORT-44214
2025-08-06,US30,SHORT,swing,44081.15808656037,44151.15808656037,-70,-2.1,15,sl,172.44,0,2025-08-06-1730-US30-SHORT-44081
2025-08-26,XAUUSD,SHORT,scalp,3365.4153951890034,3373.4153951890034,-8,-8,15,sl,14.7,0,2025-08-26-0230-XAUUSD-SHORT-3365
2025-09-04,XAUUSD,SHORT,swing,3552.715132450331,3545.75,6.97,6.97,540,eod,6.03,17.71,2025-09-04-1345-XAUUSD-SHORT-3553
2025-09-04,XAUUSD,SHORT,swing,3555.715033112583,3545.75,9.97,9.97,300,eod,0.43,13.19,2025-09-04-1815-XAUUSD-SHORT-3556
2025-09-19,XAUUSD,SHORT,scalp,3642.81,3640.81,2,2,120,trail,0.55,5.05,2025-09-19-0100-XAUUSD-SHORT-3643
2025-09-19,XAUUSD,SHORT,scalp,3640.28,3638.28,2,2,120,trail,2.51,4.11,2025-09-19-0145-XAUUSD-SHORT-3640
2025-09-19,XAUUSD,SHORT,scalp,3638.17,3646.17,-8,-8,90,sl,12.83,2,2025-09-19-0230-XAUUSD-SHORT-3638
2025-09-19,XAUUSD,SHORT,swing,3648.35,3646.35,2,2,60,trail,2.07,16.17,2025-09-19-0400-XAUUSD-SHORT-3648
2025-09-19,XAUUSD,SHORT,swing,3650.45,3658.45,-8,-8,180,sl,8.11,7.05,2025-09-19-0915-XAUUSD-SHORT-3650
2025-09-19,XAUUSD,SHORT,swing,3653.96,3661.96,-8,-8,360,sl,10.48,10.46,2025-09-19-1045-XAUUSD-SHORT-3654
2025-09-19,XAUUSD,SHORT,swing,3673.16,3681.16,-8,-8,45,sl,9.59,0.03,2025-09-19-2030-XAUUSD-SHORT-3673
2025-09-22,XAUUSD,SHORT,scalp,3687.92,3695.92,-8,-8,195,sl,8.8,2.18,2025-09-22-0100-XAUUSD-SHORT-3688
2025-09-22,XAUUSD,SHORT,swing,3694.61,3702.61,-8,-8,315,sl,11.85,9.1,2025-09-22-0400-XAUUSD-SHORT-3695
2025-09-22,XAUUSD,SHORT,swing,3691.53,3699.53,-8,-8,150,sl,8.74,1.52,2025-09-22-0615-XAUUSD-SHORT-3692
2025-09-22,XAUUSD,SHORT,swing,3715.23,3723.23,-8,-8,30,sl,8.06,1.8,2025-09-22-1515-XAUUSD-SHORT-3715
2025-09-22,XAUUSD,SHORT,swing,3722.58,3730.58,-8,-8,135,sl,9.29,8.97,2025-09-22-1600-XAUUSD-SHORT-3723
2025-09-22,XAUUSD,SHORT,swing,3719.2,3727.2,-8,-8,30,sl,8.55,0.19,2025-09-22-1730-XAUUSD-SHORT-3719
2025-09-22,XAUUSD,SHORT,swing,3747.73,3746.87,0.86,0.86,15,eod,0.73,1.93,2025-09-22-2330-XAUUSD-SHORT-3748
2025-09-26,XAUUSD,SHORT,swing,3755.404417177914,3753.404417177914,2,2,315,trail,0,20.96,2025-09-26-0400-XAUUSD-SHORT-3755
2025-09-26,XAUUSD,SHORT,swing,3785.8976687116565,3762.7423312883434,23.16,23.16,180,tp1,0,23.68,2025-09-26-1945-XAUUSD-SHORT-3786
2025-10-01,XAUUSD,SHORT,swing,3890.013963963964,3888.013963963964,2,2,255,trail,5.27,14.64,2025-10-01-1000-XAUUSD-SHORT-3890
2025-10-02,XAUUSD,SHORT,swing,3860.709009009009,3826.1354954954954,34.57,34.57,15,tp1,0,35.68,2025-10-02-1730-XAUUSD-SHORT-3861
2025-10-06,XAUUSD,SHORT,scalp,3902.1482035928143,3910.1482035928143,-8,-8,15,sl,18.53,4.34,2025-10-06-0100-XAUUSD-SHORT-3902
2025-10-06,XAUUSD,SHORT,scalp,3910.6435628742515,3908.6435628742515,2,2,150,trail,1.57,11.54,2025-10-06-0145-XAUUSD-SHORT-3911
2025-10-06,XAUUSD,SHORT,swing,3946.600898203593,3944.600898203593,2,2,165,trail,3.03,14.21,2025-10-06-1000-XAUUSD-SHORT-3947
2025-10-06,XAUUSD,SHORT,swing,3942.8898203592817,3940.8898203592817,2,2,75,trail,2.15,16.68,2025-10-06-1515-XAUUSD-SHORT-3943
2025-10-06,XAUUSD,SHORT,swing,3956.4101796407185,3964.4101796407185,-8,-8,90,sl,13.66,9.2,2025-10-06-1645-XAUUSD-SHORT-3956
2025-10-07,XAUUSD,SHORT,scalp,3975.2210089020773,3973.2210089020773,2,2,45,trail,2.11,8.57,2025-10-07-0145-XAUUSD-SHORT-3975
2025-10-07,XAUUSD,SHORT,swing,3969.8651632047477,3967.8651632047477,2,2,555,trail,7.17,29.23,2025-10-07-0445-XAUUSD-SHORT-3970
2025-10-07,XAUUSD,SHORT,swing,3957.6389910979224,3974.3479821958454,-16.71,-16.71,225,sl,22.39,3.59,2025-10-07-1045-XAUUSD-SHORT-3958
2025-10-07,XAUUSD,SHORT,swing,3964.4491394658753,3981.1782789317504,-16.73,-16.73,225,sl,20.66,10.4,2025-10-07-1130-XAUUSD-SHORT-3964
2025-10-07,XAUUSD,SHORT,swing,3988.38997032641,3984.54,3.85,3.85,195,eod,0,14.34,2025-10-07-1945-XAUUSD-SHORT-3988
2025-10-10,XAUUSD,SHORT,scalp,3980.0162790697673,3978.0162790697673,2,2,60,trail,0.53,11.7,2025-10-10-0100-XAUUSD-SHORT-3980
2025-10-10,XAUUSD,SHORT,scalp,3986.9563953488373,3984.9563953488373,2,2,30,trail,3.91,7.69,2025-10-10-0145-XAUUSD-SHORT-3987
2025-10-10,XAUUSD,SHORT,swing,3984.70988372093,3961.6101162790696,23.1,23.1,105,tp1,2.09,23.96,2025-10-10-0445-XAUUSD-SHORT-3985
2025-10-10,XAUUSD,SHORT,swing,3959.486773255814,3967.486773255814,-8,-8,60,sl,13.26,11.48,2025-10-10-0700-XAUUSD-SHORT-3959
2025-10-10,XAUUSD,SHORT,swing,3977.8700581395346,3975.8700581395346,2,2,30,trail,0,12.38,2025-10-10-0745-XAUUSD-SHORT-3978
2025-10-10,XAUUSD,SHORT,swing,3970.448546511628,3968.448546511628,2,2,45,trail,5.71,12.8,2025-10-10-1000-XAUUSD-SHORT-3970
2025-10-10,XAUUSD,SHORT,swing,3992.301889534884,3990.301889534884,2,2,60,trail,1.96,21.68,2025-10-10-1645-XAUUSD-SHORT-3992
2025-10-10,XAUUSD,SHORT,swing,4015.639534883721,4018.46,-2.82,-2.82,75,eod,5.8,9.8,2025-10-10-2115-XAUUSD-SHORT-4016
2025-10-14,XAUUSD,SHORT,swing,4135.775965909091,4143.775965909091,-8,-8,15,sl,8.75,0,2025-10-14-1000-XAUUSD-SHORT-4136
2025-10-15,XAUUSD,LONG,scalp,4149.0230028328615,4151.0230028328615,2,2,30,trail,0,14.53,2025-10-15-0100-XAUUSD-LONG-4149
2025-10-15,XAUUSD,LONG,scalp,4153.75954674221,4177.360453257791,23.6,23.6,45,tp1,0,31.23,2025-10-15-0230-XAUUSD-LONG-4154
2025-10-15,XAUUSD,LONG,swing,4167.181416430595,4169.181416430595,2,2,90,trail,0.15,19.56,2025-10-15-0400-XAUUSD-LONG-4167
2025-10-15,XAUUSD,LONG,swing,4169.734164305949,4193.425835694051,23.69,23.69,180,tp1,1.45,23.82,2025-10-15-0445-XAUUSD-LONG-4170
2025-10-15,XAUUSD,LONG,swing,4171.838186968838,4195.541813031161,23.7,23.7,150,tp1,0,28.55,2025-10-15-0615-XAUUSD-LONG-4172
2025-10-15,XAUUSD,LONG,swing,4203.50821529745,4195.50821529745,-8,-8,15,sl,39.47,0.36,2025-10-15-1130-XAUUSD-LONG-4204
2025-10-17,XAUUSD,SHORT,scalp,4362.160166204985,4370.160166204985,-8,-8,15,sl,17.1,12.74,2025-10-17-0100-XAUUSD-SHORT-4362
2025-10-17,XAUUSD,SHORT,scalp,4358.971357340721,4356.971357340721,2,2,30,trail,4.77,17.43,2025-10-17-0145-XAUUSD-SHORT-4359
2025-10-17,XAUUSD,SHORT,scalp,4380.641218836566,4356.438781163435,24.2,24.2,15,tp1,0,25.55,2025-10-17-0230-XAUUSD-SHORT-4381
2025-10-17,XAUUSD,SHORT,swing,4326.3412188365655,4334.3412188365655,-8,-8,30,sl,18.54,3.42,2025-10-17-0445-XAUUSD-SHORT-4326
2025-10-17,XAUUSD,SHORT,swing,4351.490692520776,4359.490692520776,-8,-8,15,sl,8.23,12.87,2025-10-17-0530-XAUUSD-SHORT-4351
2025-10-17,XAUUSD,SHORT,swing,4368.888753462604,4366.888753462604,2,2,60,trail,8.16,13.55,2025-10-17-0615-XAUUSD-SHORT-4369
2025-10-17,XAUUSD,SHORT,swing,4347.299113573407,4323.280886426593,24.02,24.02,60,tp1,0,27.82,2025-10-17-1215-XAUUSD-SHORT-4347
2025-10-17,XAUUSD,SHORT,swing,4339.658005540166,4315.681994459834,23.98,23.98,45,tp1,0,36.16,2025-10-17-1345-XAUUSD-SHORT-4340
2025-10-17,XAUUSD,SHORT,swing,4319.712908587257,4295.847091412742,23.87,23.87,15,tp1,0,33.06,2025-10-17-1430-XAUUSD-SHORT-4320
2025-10-17,XAUUSD,SHORT,swing,4305.202825484765,4313.202825484765,-8,-8,15,sl,10.46,14.21,2025-10-17-1515-XAUUSD-SHORT-4305
2025-10-17,XAUUSD,SHORT,swing,4285.6287534626035,4261.9512465373955,23.68,23.68,15,tp1,0,68.63,2025-10-17-1645-XAUUSD-SHORT-4286
2025-10-17,XAUUSD,SHORT,swing,4260.038060941829,4236.501939058172,23.54,23.54,15,tp1,0,23.81,2025-10-17-1815-XAUUSD-SHORT-4260
2025-10-17,XAUUSD,SHORT,swing,4245.658337950139,4222.201662049862,23.46,23.46,15,tp1,0,30.6,2025-10-17-1900-XAUUSD-SHORT-4246
2025-10-17,XAUUSD,SHORT,swing,4216.507811634348,4193.212188365651,23.3,23.3,15,tp1,0,30.46,2025-10-17-1945-XAUUSD-SHORT-4217
2025-10-17,XAUUSD,SHORT,swing,4234.266869806093,4242.266869806093,-8,-8,15,sl,10.25,2.97,2025-10-17-2030-XAUUSD-SHORT-4234
2025-10-22,XAUUSD,SHORT,swing,4071.246338797814,4079.246338797814,-8,-8,15,sl,19.78,7.96,2025-10-22-0315-XAUUSD-SHORT-4071
2025-10-22,XAUUSD,SHORT,swing,4109.584699453552,4117.584699453552,-8,-8,75,sl,11.92,6.11,2025-10-22-0445-XAUUSD-SHORT-4110
2025-10-22,XAUUSD,SHORT,swing,4057.1597814207653,4035.1100000000006,22.05,22.05,15,tp1,0,42.22,2025-10-22-1345-XAUUSD-SHORT-4057
2025-10-22,XAUUSD,SHORT,swing,4044.3702732240436,4042.3702732240436,2,2,30,trail,6.4,16.47,2025-10-22-1430-XAUUSD-SHORT-4044
2025-10-22,XAUUSD,SHORT,swing,4067.485901639345,4065.485901639345,2,2,30,trail,17.75,20.28,2025-10-22-1515-XAUUSD-SHORT-4067
2025-10-22,XAUUSD,SHORT,swing,4086.710382513661,4064.5,22.21,22.21,15,tp1,0,22.99,2025-10-22-1600-XAUUSD-SHORT-4087
